collection_week,hospital_pk,state,ccn,hospital_name,address,city,zip,address_cleaned,fips_code,all_adult_hospital_inpatient_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,total_staffed_adult_med/surg_beds_7_day_avg,Coordinates,Longitude,Latitude
2021-01-15,10100,AL,10100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,36532,"750 MORPHY AVENUE, FAIRHOPE, AL 36532",1003.0,186.0,17.0,169.0,"(-87.88836, 30.519976)",-87.88836,30.519976
2021-01-15,10069,AL,10069,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,EUFAULA,36027,"820 W WASHINGTON ST, EUFAULA, AL 36027",1005.0,42.3,5.0,37.3,"(-85.156876, 31.888)",-85.156876,31.888
2021-01-15,10058,AL,10058,BIBB MEDICAL CENTER,208 PIERSON AVE,CENTREVILLE,35042,"208 PIERSON AVE, CENTREVILLE, AL 35042",1007.0,30.0,0.0,30.0,"(-87.14703, 32.95138)",-87.14703,32.95138
2021-01-15,11305,AL,11305,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,35121,"150 GILBREATH DRIVE, ONEONTA, AL 35121",1009.0,39.0,6.0,33.0,"(-86.495, 33.933323)",-86.495,33.933323
2021-01-15,10110,AL,10110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,UNION SPRINGS,36089,"102 WEST CONECUH AVENUE, UNION SPRINGS, AL 36089",1011.0,64.0,0.0,64.0,"(-85.72047, 32.146202)",-85.72047,32.146202
2021-01-15,10150,AL,10150,REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,29 L V STABLER DRIVE,GREENVILLE,36037,"29 L V STABLER DRIVE, GREENVILLE, AL 36037",1013.0,34.0,5.0,29.0,"(-86.64623, 31.828445)",-86.64623,31.828445
2021-01-15,12011,AL,12011,"NOLAND HOSPITAL ANNISTON II, LLC","400 EAST 10TH STREET, 4TH FLOOR",ANNISTON,36202,"400 EAST 10TH STREET, 4TH FLOOR, ANNISTON, AL 36202",1015.0,19.0,0.0,19.0,"(-85.82334, 33.657104)",-85.82334,33.657104
2021-01-15,10038,AL,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,"301 EAST 18TH ST, ANNISTON, AL 36201",1015.0,65.0,6.0,59.0,"(-85.825, 33.667717)",-85.825,33.667717
2021-01-15,10078,AL,10078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,400 EAST 10TH STREET,ANNISTON,36207,"400 EAST 10TH STREET, ANNISTON, AL 36207",1015.0,198.4,27.0,171.4,"(-85.82334, 33.657104)",-85.82334,33.657104
2021-01-15,10175,AL,10175,EAMC - LANIER,4800 48TH STREET,VALLEY,36854,"4800 48TH STREET, VALLEY, AL 36854",1017.0,33.0,0.0,33.0,"(0, 0)",0.0,0.0
2021-01-15,10022,AL,10022,FLOYD CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,35960,"400 NORTHWOOD DR, CENTRE, AL 35960",1019.0,44.5,0.0,44.5,"(-85.650955, 34.162758)",-85.650955,34.162758
2021-01-15,10173,AL,10173,ST VINCENT'S CHILTON,2030 LAY DAM ROAD,CLANTON,35045,"2030 LAY DAM ROAD, CLANTON, AL 35045",1021.0,39.0,6.0,33.0,"(-86.621864, 32.870087)",-86.621864,32.870087
2021-01-15,11304,AL,11304,CHOCTAW GENERAL HOSPITAL,"401 VANITY FAIR LANE, PO BOX 618",BUTLER,36904,"401 VANITY FAIR LANE, PO BOX 618, BUTLER, AL 36904",1023.0,28.0,0.0,28.0,"(-88.21275, 32.100338)",-88.21275,32.100338
2021-01-15,10128,AL,10128,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,JACKSON,36545,"220 HOSPITAL DRIVE, JACKSON, AL 36545",1025.0,23.0,0.0,23.0,"(0, 0)",0.0,0.0
2021-01-15,10174,AL,10174,THOMASVILLE REGIONAL MEDICAL CENTER,300 MED PARK DRIVE,THOMASVILLE,36784,"300 MED PARK DRIVE, THOMASVILLE, AL 36784",1025.0,34.5,0.0,34.5,"(0, 0)",0.0,0.0
2021-01-15,10091,AL,10091,GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HWY S,GROVE HILL,36451,"295 JACKSON HWY S, GROVE HILL, AL 36451",1025.0,36.0,0.0,36.0,"(0, 0)",0.0,0.0
2021-01-15,10073,AL,10073,CLAY COUNTY HOSPITAL,83825 HIGHWAY 9    P O BOX 1270,ASHLAND,36251,"83825 HIGHWAY 9    P O BOX 1270, ASHLAND, AL 36251",1027.0,31.0,4.0,27.0,"(0, 0)",0.0,0.0
2021-01-15,10049,AL,10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,36330,"400 N EDWARDS STREET, ENTERPRISE, AL 36330",1031.0,97.0,10.0,87.0,"(-85.85523, 31.318129)",-85.85523,31.318129
2021-01-15,10019,AL,10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,"1300 SOUTH MONTGOMERY AVENUE, SHEFFIELD, AL 35660",1033.0,159.0,18.0,141.0,"(-87.69892, 34.74589)",-87.69892,34.74589
2021-01-15,10157,AL,10157,SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,35661,"201 WEST AVALON AVENUE, MUSCLE SHOALS, AL 35661",1033.0,112.0,0.0,112.0,"(-87.67287, 34.744915)",-87.67287,34.744915
2021-01-15,10148,AL,10148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,36401,"101 CRESTVIEW AVENUE, EVERGREEN, AL 36401",1035.0,35.0,0.0,35.0,"(-86.94192, 31.431278)",-86.94192,31.431278
2021-01-15,10007,AL,10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,36467,"702 N MAIN ST, OPP, AL 36467",1039.0,34.0,5.0,29.0,"(-86.25543, 31.291592)",-86.25543,31.291592
2021-01-15,10036,AL,10036,ANDALUSIA HEALTH,849 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,"849 SOUTH THREE NOTCH STREET, ANDALUSIA, AL 36420",1039.0,59.0,8.0,51.0,"(-86.496704, 31.296728)",-86.496704,31.296728
2021-01-15,10008,AL,10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,"101 HOSPITAL CIRCLE, LUVERNE, AL 36049",1041.0,32.0,0.0,32.0,"(0, 0)",0.0,0.0
2021-01-15,10035,AL,10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,35058,"1912 ALABAMA HIGHWAY 157, CULLMAN, AL 35058",1043.0,157.0,11.0,146.0,"(-86.80337, 34.19878)",-86.80337,34.19878
2021-01-15,10021,AL,10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,36360,"126 HOSPITAL AVE, OZARK, AL 36360",1045.0,40.0,5.0,35.0,"(-85.63097, 31.451727)",-85.63097,31.451727
2021-01-15,10118,AL,10118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,36701,"1015 MEDICAL CENTER PARKWAY, SELMA, AL 36701",1047.0,98.1,10.0,88.1,"(-87.0527, 32.428154)",-87.0527,32.428154
2021-01-15,10012,AL,10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,35968,"200 MED CENTER DRIVE, FORT PAYNE, AL 35968",1049.0,52.9,10.4,42.5,"(0, 0)",0.0,0.0
2021-01-15,10097,AL,10097,ELMORE COMMUNITY HOSPITAL,500 HOSPITAL DRIVE,WETUMPKA,36092,"500 HOSPITAL DRIVE, WETUMPKA, AL 36092",1051.0,31.0,0.0,31.0,"(-86.19004, 32.551228)",-86.19004,32.551228
2021-01-15,10034,AL,10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,"805 FRIENDSHIP ROAD, TALLASSEE, AL 36078",1051.0,48.6,-999999.0,1000047.6,"(-85.911865, 32.535225)",-85.911865,32.535225
2021-01-15,10099,AL,10099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,BREWTON,36426,"1301 BELLEVILLE AVENUE, BREWTON, AL 36426",1053.0,42.0,8.0,34.0,"(-87.07242, 31.127167)",-87.07242,31.127167
2021-01-15,10169,AL,10169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,36502,"401 MEDICAL PARK DRIVE, ATMORE, AL 36502",1053.0,46.0,6.0,40.0,"(-87.47974, 31.017324)",-87.47974,31.017324
2021-01-15,10040,AL,10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,"1007 GOODYEAR AVENUE, GADSDEN, AL 35903",1055.0,186.7,42.0,144.7,"(-85.97097, 34.009422)",-85.97097,34.009422
2021-01-15,10046,AL,10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,35901,"600 SOUTH THIRD STREET, GADSDEN, AL 35901",1055.0,167.0,23.0,144.0,"(-86.00395, 34.00501)",-86.00395,34.00501
2021-01-15,10045,AL,10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,"1653 TEMPLE AVENUE NORTH, FAYETTE, AL 35555",1057.0,16.0,0.0,16.0,"(-87.82408, 33.707237)",-87.82408,33.707237
2021-01-15,11302,AL,11302,RED BAY HOSPITAL,211 HOSPITAL ROAD,RED BAY,35582,"211 HOSPITAL ROAD, RED BAY, AL 35582",1059.0,22.0,0.0,22.0,"(0, 0)",0.0,0.0
2021-01-15,10158,AL,10158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,35653,"15155 HIGHWAY 43, RUSSELLVILLE, AL 35653",1059.0,34.0,12.0,22.0,"(0, 0)",0.0,0.0
2021-01-15,10062,AL,10062,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,GENEVA,36340,"1200 W MAPLE AVENUE, GENEVA, AL 36340",1061.0,49.4,-999999.0,1000048.4,"(-85.89008, 31.048227)",-85.89008,31.048227
2021-01-15,10051,AL,10051,GREENE COUNTY HOSPITAL,509 WILSON AVENUE,EUTAW,35462,"509 WILSON AVENUE, EUTAW, AL 35462",1063.0,10.0,0.0,10.0,"(-87.88941, 32.843575)",-87.88941,32.843575
2021-01-15,10095,AL,10095,HALE COUNTY HOSPITAL,508 GREEN STREET,GREENSBORO,36744,"508 GREEN STREET, GREENSBORO, AL 36744",1065.0,21.0,0.0,21.0,"(0, 0)",0.0,0.0
2021-01-15,10001,AL,10001,SOUTHEAST HEALTH MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36301,"1108 ROSS CLARK CIRCLE, DOTHAN, AL 36301",1069.0,371.4,42.0,329.4,"(-85.36145, 31.215378)",-85.36145,31.215378
2021-01-15,12010,AL,12010,"NOLAND HOSPITAL DOTHAN II, LLC","1108 ROSS CLARK CIRCLE, 4TH FLOOR",DOTHAN,36302,"1108 ROSS CLARK CIRCLE, 4TH FLOOR, DOTHAN, AL 36302",1069.0,32.0,0.0,32.0,"(-85.36145, 31.215378)",-85.36145,31.215378
2021-01-15,10055,AL,10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,36305,"4370 WEST MAIN STREET, DOTHAN, AL 36305",1069.0,225.0,32.0,193.0,"(0, 0)",0.0,0.0
2021-01-15,10061,AL,10061,HIGHLANDS MEDICAL CENTER,380 WOODS COVE ROAD,SCOTTSBORO,35768,"380 WOODS COVE ROAD, SCOTTSBORO, AL 35768",1071.0,91.0,16.0,75.0,"(-86.04671, 34.66172)",-86.04671,34.66172
2021-01-15,10033,AL,10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,35233,"619 SOUTH 19TH STREET, BIRMINGHAM, AL 35233",1073.0,1221.3,259.9,961.4,"(0, 0)",0.0,0.0
2021-01-15,10011,AL,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,"50 MEDICAL PARK EAST DRIVE, BIRMINGHAM, AL 35235",1073.0,336.3,54.1,282.2,"(0, 0)",0.0,0.0
2021-01-15,10139,AL,10139,BROOKWOOD BAPTIST MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,35209,"2010 BROOKWOOD MEDICAL CENTER DRIVE, BIRMINGHAM, AL 35209",1073.0,320.6,39.9,280.70000000000005,"(-86.77708, 33.462833)",-86.77708,33.462833
2021-01-15,13300,AL,13300,CHILDREN'S HOSPITAL OF ALABAMA,1600 SEVENTH AVENUE SOUTH,BIRMINGHAM,35233,"1600 SEVENTH AVENUE SOUTH, BIRMINGHAM, AL 35233",1073.0,166.0,0.0,166.0,"(-86.805336, 33.503284)",-86.805336,33.503284
2021-01-15,10103,AL,10103,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,35211,"701 PRINCETON AVENUE SOUTHWEST, BIRMINGHAM, AL 35211",1073.0,292.6,45.0,247.60000000000002,"(-86.84538, 33.49951)",-86.84538,33.49951
2021-01-15,10056,AL,10056,ST VINCENT'S BIRMINGHAM,810 ST VINCENT'S DRIVE,BIRMINGHAM,35205,"810 ST VINCENT'S DRIVE, BIRMINGHAM, AL 35205",1073.0,478.0,52.2,425.8,"(0, 0)",0.0,0.0
2021-01-15,10114,AL,10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,35021,"995 9TH AVENUE SOUTHWEST, BESSEMER, AL 35021",1073.0,156.0,18.0,138.0,"(-86.99756, 33.367615)",-86.99756,33.367615
2021-01-15,12008,AL,12008,SELECT SPECIALTY HOSPITAL - BIRMINGHAM,"2010 BROOKWOOD MEDICAL CENTER DRIVE, 3RD FLOOR",BIRMINGHAM,35209,"2010 BROOKWOOD MEDICAL CENTER DRIVE, 3RD FLOOR, BIRMINGHAM, AL 35209",1073.0,38.0,0.0,38.0,"(-86.77708, 33.462833)",-86.77708,33.462833
2021-01-15,12009,AL,12009,"NOLAND HOSPITAL BIRMINGHAM II, LLC",50 MEDICAL PARK EAST DRIVE 8TH FLOOR,BIRMINGHAM,35235,"50 MEDICAL PARK EAST DRIVE 8TH FLOOR, BIRMINGHAM, AL 35235",1073.0,24.0,0.0,24.0,"(0, 0)",0.0,0.0
2021-01-15,10104,AL,10104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,35243,"3690 GRANDVIEW PARKWAY, BIRMINGHAM, AL 35243",1073.0,412.1,71.3,340.8,"(0, 0)",0.0,0.0
2021-01-15,10006,AL,10006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,35630,"1701 VETERANS DRIVE, FLORENCE, AL 35630",1077.0,226.0,50.0,176.0,"(0, 0)",0.0,0.0
2021-01-15,10059,AL,10059,LAWRENCE MEDICAL CENTER,202 HOSPITAL STREET,MOULTON,35650,"202 HOSPITAL STREET, MOULTON, AL 35650",1079.0,25.0,-999999.0,1000024.0,"(-87.28601, 34.48293)",-87.28601,34.48293
2021-01-15,10029,AL,10029,EAST ALABAMA MEDICAL CENTER,2000 PEPPERELL PARKWAY,OPELIKA,36801,"2000 PEPPERELL PARKWAY, OPELIKA, AL 36801",1081.0,279.0,30.0,249.0,"(-85.40653, 32.637924)",-85.40653,32.637924
2021-01-15,10079,AL,10079,ATHENS LIMESTONE HOSPITAL,700 WEST MARKET STREET,ATHENS,35611,"700 WEST MARKET STREET, ATHENS, AL 35611",1083.0,108.0,10.0,98.0,"(0, 0)",0.0,0.0
2021-01-15,12014,AL,12014,NORTH ALABAMA SPECIALTY HOSPITAL,"700 WEST MARKET STREET, 2ND FLOOR",ATHENS,35611,"700 WEST MARKET STREET, 2ND FLOOR, ATHENS, AL 35611",1083.0,17.0,0.0,17.0,"(0, 0)",0.0,0.0
2021-01-15,10039,AL,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,35801,"101 SIVLEY RD, HUNTSVILLE, AL 35801",1089.0,1018.0,108.0,910.0,"(0, 0)",0.0,0.0
2021-01-15,10131,AL,10131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,35801,"ONE HOSPITAL DR SE, HUNTSVILLE, AL 35801",1089.0,202.7,17.7,185.0,"(0, 0)",0.0,0.0
2021-01-15,10112,AL,10112,WHITFIELD REGIONAL HOSPITAL,105 HIGHWAY 80 EAST,DEMOPOLIS,36732,"105 HIGHWAY 80 EAST, DEMOPOLIS, AL 36732",1091.0,59.3,7.1,52.199999999999996,"(0, 0)",0.0,0.0
2021-01-15,10086,AL,10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,35594,"1530 U S HIGHWAY 43, WINFIELD, AL 35594",1093.0,46.0,4.0,42.0,"(0, 0)",0.0,0.0
2021-01-15,10044,AL,10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,35570,"1256 MILITARY STREET SOUTH, HAMILTON, AL 35570",1093.0,22.0,0.0,22.0,"(-87.99222, 34.17515)",-87.99222,34.17515
2021-01-15,10005,AL,10005,MARSHALL MEDICAL CENTERS SOUTH CAMPUS,2505 U S HIGHWAY 431 NORTH,BOAZ,35957,"2505 U S HIGHWAY 431 NORTH, BOAZ, AL 35957",1095.0,180.0,23.0,157.0,"(0, 0)",0.0,0.0
2021-01-15,10090,AL,10090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,36608,"6801 AIRPORT BOULEVARD, MOBILE, AL 36608",1097.0,267.4,44.4,222.99999999999997,"(0, 0)",0.0,0.0
2021-01-15,13301,AL,13301,USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL,1700 CENTER STREET,MOBILE,36604,"1700 CENTER STREET, MOBILE, AL 36604",1097.0,80.4,0.0,80.4,"(-88.07813, 30.696363)",-88.07813,30.696363
2021-01-15,10087,AL,10087,USA HEALTH UNIVERSITY HOSPITAL,2451 FILLINGIM STREET,MOBILE,36617,"2451 FILLINGIM STREET, MOBILE, AL 36617",1097.0,203.7,37.7,166.0,"(-88.0995, 30.708101)",-88.0995,30.708101
2021-01-15,10113,AL,10113,MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,MOBILE,36652,"5 MOBILE INFIRMARY CIRCLE, MOBILE, AL 36652",1097.0,508.0,70.0,438.0,"(-88.07876, 30.696453)",-88.07876,30.696453
2021-01-15,10144,AL,10144,SPRINGHILL MEMORIAL HOSPITAL,3719 DAUPHIN STREET,MOBILE,36608,"3719 DAUPHIN STREET, MOBILE, AL 36608",1097.0,300.0,28.0,272.0,"(0, 0)",0.0,0.0
2021-01-15,12006,AL,12006,INFIRMARY LTAC HOSPITAL,5 MOBILE INFIRMARY CIRCLE,MOBILE,36607,"5 MOBILE INFIRMARY CIRCLE, MOBILE, AL 36607",1097.0,22.0,0.0,22.0,"(-88.07876, 30.696453)",-88.07876,30.696453
2021-01-15,10120,AL,10120,MONROE COUNTY HOSPITAL,2016 SOUTH ALABAMA AVENUE,MONROEVILLE,36460,"2016 SOUTH ALABAMA AVENUE, MONROEVILLE, AL 36460",1099.0,56.7,8.0,48.7,"(-87.319466, 31.497238)",-87.319466,31.497238
2021-01-15,10023,AL,10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,36116,"2105 EAST SOUTH BOULEVARD, MONTGOMERY, AL 36116",1101.0,405.0,60.0,345.0,"(0, 0)",0.0,0.0
2021-01-15,12007,AL,12007,"NOLAND HOSPITAL MONTGOMERY II, LLC",1725 PINE STREET 5TH FLOOR NORTH WING,MONTGOMERY,36106,"1725 PINE STREET 5TH FLOOR NORTH WING, MONTGOMERY, AL 36106",1101.0,16.9,0.0,16.9,"(-86.285934, 32.36656)",-86.285934,32.36656
2021-01-15,10024,AL,10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,36106,"1725 PINE STREET, MONTGOMERY, AL 36106",1101.0,253.0,30.0,223.0,"(-86.285934, 32.36656)",-86.285934,32.36656
2021-01-15,10149,AL,10149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,36117,"400 TAYLOR ROAD, MONTGOMERY, AL 36117",1101.0,142.0,12.0,130.0,"(-86.17615, 32.387897)",-86.17615,32.387897
2021-01-15,10085,AL,10085,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,1201 7TH STREET SE,DECATUR,35601,"1201 7TH STREET SE, DECATUR, AL 35601",1103.0,247.0,19.0,228.0,"(-86.972664, 34.591183)",-86.972664,34.591183
2021-01-15,10126,AL,10126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,36081,"1330 HIGHWAY 231 SOUTH, TROY, AL 36081",1109.0,42.9,9.0,33.9,"(-85.9461, 31.780495)",-85.9461,31.780495
2021-01-15,11306,AL,11306,TANNER MEDICAL CENTER-EAST ALABAMA,1032 MAIN STREET SOUTH,WEDOWEE,36278,"1032 MAIN STREET SOUTH, WEDOWEE, AL 36278",1111.0,16.0,0.0,16.0,"(-85.48753, 33.316742)",-85.48753,33.316742
2021-01-15,10168,AL,10168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,36867,"4401 RIVER CHASE DRIVE, PHENIX CITY, AL 36867",1113.0,30.1,8.0,22.1,"(0, 0)",0.0,0.0
2021-01-15,10130,AL,10130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,PELL CITY,35125,"7063 VETERANS PARKWAY, PELL CITY, AL 35125",1115.0,44.0,6.0,38.0,"(0, 0)",0.0,0.0
2021-01-15,10016,AL,10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,35007,"1000 FIRST STREET NORTH, ALABASTER, AL 35007",1117.0,195.0,32.0,163.0,"(0, 0)",0.0,0.0
2021-01-15,10138,AL,10138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,YORK,36925,"751 DERBY DRIVE, YORK, AL 36925",1119.0,31.0,0.0,31.0,"(-88.29606, 32.491783)",-88.29606,32.491783
2021-01-15,10101,AL,10101,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,TALLADEGA,35161,"604 STONE AVENUE, TALLADEGA, AL 35161",1121.0,48.9,5.0,43.9,"(-86.09205, 33.439808)",-86.09205,33.439808
2021-01-15,10164,AL,10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,35150,"315 W HICKORY ST, SYLACAUGA, AL 35150",1121.0,87.0,10.0,77.0,"(-86.25415, 33.164677)",-86.25415,33.164677
2021-01-15,10065,AL,10065,RUSSELL MEDICAL CENTER,3316 HIGHWAY 280,ALEXANDER CITY,35010,"3316 HIGHWAY 280, ALEXANDER CITY, AL 35010",1123.0,46.0,9.0,37.0,"(0, 0)",0.0,0.0
2021-01-15,10052,AL,10052,LAKE MARTIN COMMUNITY HOSPITAL,201 MARIARDEN ROAD,DADEVILLE,36853,"201 MARIARDEN ROAD, DADEVILLE, AL 36853",1123.0,29.0,0.0,29.0,"(-85.74175, 32.819885)",-85.74175,32.819885
2021-01-15,10092,AL,10092,DCH REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,35401,"809 UNIVERSITY BOULEVARD EAST, TUSCALOOSA, AL 35401",1125.0,508.0,74.0,434.0,"(-87.52713, 33.206345)",-87.52713,33.206345
2021-01-15,12012,AL,12012,"NOLAND HOSPITAL TUSCALOOSA II, LLC","809 UNIVERSITY BOULEVARD EAST, 4TH FLOOR",TUSCALOOSA,35401,"809 UNIVERSITY BOULEVARD EAST, 4TH FLOOR, TUSCALOOSA, AL 35401",1125.0,19.0,0.0,19.0,"(-87.52713, 33.206345)",-87.52713,33.206345
2021-01-15,10089,AL,10089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,35502,"3400 HIGHWAY 78 EAST, JASPER, AL 35502",1127.0,157.0,12.0,145.0,"(0, 0)",0.0,0.0
